,Flight Name,Departure time,Arrival time,Source,Destination,No of Stop,Duration,Date of Journey,Price
432,IndiGo,10:35,11:40,Kolkata,Guwahati,Non Stop,1h 05m,"Mon, 21 Feb","2,294"
5881,IndiGo,12:35,19:25,Guwahati,Mumbai,1 Stop,6h 50m,10 Feb 22,7011
3277,Air India,14:45,06:25+1D,Delhi,Goa In,2 Stops,15h 40m,10 Feb 22,3986
4665,Air India,14:55,19:20+1D,Chennai,Hyderabad,2 Stops,28h 25m,10 Feb 22,5623
3452,Go First,06:05,13:20,Delhi,Hyderabad,1 Stop,7h 15m,10 Feb 22,5952
3562,Air India,14:45,13:15+1D,Delhi,Jaipur,2 Stops,22h 30m,10 Feb 22,4126
121,Vistara,20:40,19:30+1D,Ahmedabad,Bengaluru,2 Stops,22h 50m,10 Feb 22,13007
7487,Vistara,17:35,08:50+1D,Kolkata,Bengaluru,1 Stop,15h 15m,10 Feb 22,10959
1526,Go First,14:00,22:10,Bengaluru,Hyderabad,1 Stop,8h 10m,10 Feb 22,4965
2105,Air India,10:25,17:50+1D,Bengaluru,Mumbai,2 Stops,31h 25m,10 Feb 22,8770
2350,IndiGo,19:20,23:05,Bengaluru,Pune,1 Stop,3h 45m,10 Feb 22,4652
3244,Go First,15:00,23:25,Delhi,Goa In,1 Stop,8h 25m,10 Feb 22,3892
9984,Vistara,11:55,19:55,Mumbai,Hyderabad,1 Stop,8h 00m,10 Feb 22,9877
1914,Air India,13:20,08:50+1D,Bengaluru,Kolkata,2 Stops,19h 30m,10 Feb 22,7776
4407,Air India,20:20,14:45+1D,Chennai,Goa In,2 Stops,18h 25m,10 Feb 22,5867
7744,Vistara,07:10,12:45+1D,Kolkata,Goa In,2 Stops,29h 35m,10 Feb 22,17280
1597,Go First,20:00,07:55+1D,Bengaluru,Jaipur,1 Stop,11h 55m,10 Feb 22,3709
7706,Vistara,17:35,14:05+1D,Kolkata,Goa In,2 Stops,20h 30m,10 Feb 22,14896
1434,Vistara,19:00,17:30+1D,Bengaluru,Guwahati,2 Stops,22h 30m,10 Feb 22,15184
7460,Air India,13:00,20:05+1D,Kolkata,Bengaluru,3 Stops,31h 05m,10 Feb 22,8246
7972,SpiceJet,15:15,06:40+1D,Kolkata,Mumbai,1 Stop,15h 25m,10 Feb 22,6010
7140,Air India,14:00,06:35+1D,Jaipur,Pune,2 Stops,16h 35m,10 Feb 22,7551
6192,Air India,06:30,20:05,Hyderabad,Bengaluru,1 Stop,13h 35m,10 Feb 22,5475
8740,IndiGo,13:00,20:50,Lucknow,Mumbai,1 Stop,7h 50m,10 Feb 22,4242
6286,IndiGo,12:00,15:55,Hyderabad,Chennai,1 Stop,3h 55m,10 Feb 22,3192
4046,Go First,16:40,00:40+1D,Delhi,Pune,1 Stop,8h 00m,10 Feb 22,4707
1,IndiGo,08:35,10:55,Ahmedabad,Bengaluru,Non Stop,2h 20m,10 Feb 22,5899
4043,IndiGo,05:15,13:50,Delhi,Pune,1 Stop,8h 35m,10 Feb 22,4480
6380,IndiGo,15:55,17:25,Hyderabad,Goa In,Non Stop,1h 30m,10 Feb 22,4451
6799,IndiGo,12:00,17:50,Jaipur,Hyderabad,1 Stop,5h 50m,10 Feb 22,4746
9141,IndiGo,10:45,20:45,Mumbai,Bengaluru,1 Stop,10h 00m,10 Feb 22,3261
307,Vistara,08:25,14:05+1D,Ahmedabad,Goa In,2 Stops,29h 40m,10 Feb 22,14309
7,Indigo,22:15,08:25,Delhi,Mumbai,1-Stop,10h 10m,30 Jan,2277
7860,Vistara,20:25,12:35+1D,Kolkata,Hyderabad,1 Stop,16h 10m,10 Feb 22,10423
2680,Vistara,20:30,08:40+1D,Bhubaneswar,Bengaluru,1 Stop,12h 10m,10 Feb 22,11457
9114,Vistara,08:45,22:35,Mumbai,Ahmedabad,1 Stop,13h 50m,10 Feb 22,11086
1064,AirAsia I.,18:30,06:35+1D,Bengaluru,Bhubaneswar,1 Stop,12h 05m,10 Feb 22,4180
5257,Vistara,14:40,20:55,Goa In,Hyderabad,1 Stop,6h 15m,10 Feb 22,7235
880,Go First,19:00,00:05+1D,Bengaluru,Ahmedabad,1 Stop,5h 05m,10 Feb 22,4002
7212,IndiGo,10:05,12:05,Kochi,Mumbai,Non Stop,2h 00m,10 Feb 22,2102
1866,Air India,17:50,09:00+1D,Bengaluru,Kolkata,1 Stop,15h 10m,10 Feb 22,5324
4802,IndiGo,13:05,00:10+1D,Chennai,Kolkata,1 Stop,11h 05m,10 Feb 22,4539
6745,Air India,03:45,20:30+1D,Jaipur,Goa In,2 Stops,40h 45m,10 Feb 22,6829
2697,Vistara,13:00,19:30+1D,Bhubaneswar,Bengaluru,2 Stops,30h 30m,10 Feb 22,14092
1761,Air India,13:20,17:20+1D,Bengaluru,Kochi,1 Stop,28h 00m,10 Feb 22,6561
9980,Vistara,06:00,12:35,Mumbai,Hyderabad,1 Stop,6h 35m,10 Feb 22,9877
1504,Go First,08:15,15:25,Bengaluru,Hyderabad,1 Stop,7h 10m,10 Feb 22,4335
7625,Vistara,10:15,20:15,Kolkata,Chennai,1 Stop,10h 00m,10 Feb 22,11851
7029,Air India,19:35,17:50+1D,Jaipur,Mumbai,2 Stops,22h 15m,10 Feb 22,5666
7115,Air India,03:45,06:35+1D,Jaipur,Pune,1 Stop,26h 50m,10 Feb 22,4068
1802,Go First,14:00,16:30,Bengaluru,Kolkata,Non Stop,2h 30m,10 Feb 22,3391
1253,Air India,06:45,14:45,Bengaluru,Goa In,1 Stop,8h 00m,10 Feb 22,3718
1262,Go First,22:00,12:45+1D,Bengaluru,Goa In,1 Stop,14h 45m,10 Feb 22,5369
4911,Air India,06:05,20:00,Chennai,Mumbai,1 Stop,13h 55m,10 Feb 22,4355
4644,Air India,20:20,10:30+1D,Chennai,Hyderabad,1 Stop,14h 10m,10 Feb 22,3977
4445,Vistara,12:30,12:45+1D,Chennai,Goa In,1 Stop,24h 15m,10 Feb 22,12024
7564,IndiGo,15:00,17:20,Kolkata,Chennai,Non Stop,2h 20m,10 Feb 22,5463
5600,IndiGo,18:00,21:30,Guwahati,Bengaluru,Non Stop,3h 30m,10 Feb 22,9037
4363,Air India,14:55,22:25,Chennai,Goa In,1 Stop,7h 30m,10 Feb 22,3340
4174,Vistara,17:10,22:35,Chennai,Ahmedabad,1 Stop,5h 25m,10 Feb 22,10353
8153,Vistara,10:25,10:05+1D,Kolkata,Patna,2 Stops,23h 40m,10 Feb 22,17861
3807,Air India,13:30,08:35+1D,Delhi,Mumbai,1 Stop,19h 05m,10 Feb 22,4922
5480,Vistara,21:55,19:35+1D,Goa In,Pune,2 Stops,21h 40m,10 Feb 22,15605
288,Air India,19:20,00:35+1D,Ahmedabad,Goa In,2 Stops,29h 15m,10 Feb 22,8931
6938,Air India,14:00,14:30+1D,Jaipur,Kolkata,2 Stops,24h 30m,10 Feb 22,6529
1005,Vistara,09:30,22:35,Bengaluru,Ahmedabad,2 Stops,13h 05m,10 Feb 22,15467
2873,Go First,10:50,15:10,Delhi,Bengaluru,Non Stop,4h 20m,10 Feb 22,10670
9672,Air India,08:00,17:00+1D,Mumbai,Goa In,3 Stops,33h 00m,10 Feb 22,7268
2629,Air India,14:05,22:15+1D,Bhubaneswar,Bengaluru,2 Stops,32h 10m,10 Feb 22,5690
476,IndiGo,06:50,09:05,Kolkata,Hyderabad,Non Stop,2h 15m,"Thu, 10 Mar","3,129"
243,IndiGo,06:10,11:45,Bangalore,Guwahati,1 Stop,5h 35m,"Tue, 22 Feb","4,294"
6514,Go First,08:45,00:05+1D,Jaipur,Ahmedabad,1 Stop,15h 20m,10 Feb 22,3906
6172,Air India,06:30,11:10+1D,Hyderabad,Bengaluru,2 Stops,28h 40m,10 Feb 22,4829
927,Air India,17:50,19:55+1D,Bengaluru,Ahmedabad,2 Stops,26h 05m,10 Feb 22,6831
446,Go First,13:20,21:30,Kolkata,Goa,1 Stop,8h 10m,"Sun, 20 Mar","4,605"
9214,Air India,15:35,22:15+1D,Mumbai,Bengaluru,3 Stops,30h 40m,10 Feb 22,5378
4121,Air India,09:55,19:55+1D,Chennai,Ahmedabad,2 Stops,34h 00m,10 Feb 22,5867
3548,Go First,19:40,07:55+1D,Delhi,Jaipur,1 Stop,12h 15m,10 Feb 22,3918
2095,Air India,13:20,17:25+1D,Bengaluru,Mumbai,2 Stops,28h 05m,10 Feb 22,8288
4940,Air India,06:05,15:50,Chennai,Mumbai,2 Stops,9h 45m,10 Feb 22,6690
1440,Vistara,09:30,12:05+1D,Bengaluru,Guwahati,2 Stops,26h 35m,10 Feb 22,15184
503,Vistara,06:55,09:45,Chennai,New Delhi,Non Stop,2h 50m,"Fri, 22 Apr","2,051"
9401,Air India,18:35,13:05+1D,Mumbai,Bhubaneswar,2 Stops,18h 30m,10 Feb 22,6267
5586,Vistara,12:40,19:30+1D,Guwahati,Bengaluru,2 Stops,30h 50m,10 Feb 22,14669
2468,Air India,06:10,13:40,Bengaluru,Srinagar,2 Stops,7h 30m,10 Feb 22,7117
1317,Vistara,07:55,12:45+1D,Bengaluru,Goa In,2 Stops,28h 50m,10 Feb 22,14365
4833,Air India,09:55,08:50+1D,Chennai,Kolkata,2 Stops,22h 55m,10 Feb 22,6812
2646,Air India,21:35,12:50+1D,Bhubaneswar,Bengaluru,2 Stops,15h 15m,10 Feb 22,6864
1958,Vistara,19:40,18:05+1D,Bengaluru,Kolkata,1 Stop,22h 25m,10 Feb 22,11203
3730,Vistara,07:30,19:55,Delhi,Kolkata,2 Stops,12h 25m,10 Feb 22,15276
468,Vistara,08:25,12:45+1D,Ahmedabad,Goa In,2 Stops,28h 20m,10 Feb 22,16768
1144,Vistara,19:40,12:25+1D,Bengaluru,Bhubaneswar,1 Stop,16h 45m,10 Feb 22,11203
8476,Go First,06:10,13:30,Lucknow,Goa In,1 Stop,7h 20m,10 Feb 22,5337
6945,Air India,14:00,19:10+1D,Jaipur,Kolkata,2 Stops,29h 10m,10 Feb 22,6529
8738,Air India,11:05,13:25,Lucknow,Mumbai,Non Stop,2h 20m,10 Feb 22,4228
9018,Air India,20:15,18:40+1D,Mumbai,Ahmedabad,2 Stops,22h 25m,10 Feb 22,6011
4328,Vistara,12:30,17:45,Chennai,Bengaluru,1 Stop,5h 15m,10 Feb 22,9103
8652,Air India,08:55,05:15+1D,Lucknow,Kolkata,2 Stops,20h 20m,10 Feb 22,7658
1450,Vistara,19:00,17:30+1D,Bengaluru,Guwahati,2 Stops,22h 30m,10 Feb 22,15184
5065,Air India,08:30,18:25+1D,Chennai,Patna,2 Stops,33h 55m,10 Feb 22,7972
525,Air India,21:00,19:10+1D,Ahmedabad,Kolkata,1 Stop,22h 10m,10 Feb 22,4201
9722,Vistara,18:30,21:20+1D,Mumbai,Goa In,1 Stop,26h 50m,10 Feb 22,13081
4761,Go First,05:30,21:00,Chennai,Jaipur,1 Stop,15h 30m,10 Feb 22,7350
8905,Vistara,15:25,23:30,Lucknow,Mumbai,2 Stops,8h 05m,10 Feb 22,15535
7196,Air India,18:00,01:50+1D,Kochi,Bengaluru,2 Stops,31h 50m,10 Feb 22,8676
38,Vistara,06:00,08:05,Mumbai,Delhi,Non-Stop,02h 05m,29 Jan,2224
1,SpiceJet,07:20,09:35,Delhi,Mumbai,Non-Stop,02h 15m,14 Jan,2277
7238,Air India,18:00,09:05+1D,Kochi,Mumbai,1 Stop,15h 05m,10 Feb 22,5732
8347,IndiGo,21:45,08:55+1D,Lucknow,Bengaluru,1 Stop,11h 10m,10 Feb 22,5365
2344,Go First,18:45,20:15,Bengaluru,Pune,Non Stop,1h 30m,10 Feb 22,1713
3981,Air India,18:00,10:20+1D,Delhi,Patna,1 Stop,16h 20m,10 Feb 22,5971
712,Air India,18:45,23:55+1D,Ahmedabad,Mumbai,2 Stops,29h 10m,10 Feb 22,8501
9462,Vistara,15:45,12:25+1D,Mumbai,Bhubaneswar,1 Stop,20h 40m,10 Feb 22,9877
231,Go First,08:20,17:10,Ahmedabad,Goa In,1 Stop,8h 50m,10 Feb 22,5058
6421,Air India,12:35,22:25+1D,Hyderabad,Goa In,2 Stops,33h 50m,10 Feb 22,6174
6837,Air India,13:30,07:15+1D,Jaipur,Hyderabad,2 Stops,41h 45m,10 Feb 22,6030
6156,IndiGo,13:55,18:45,Hyderabad,Bengaluru,1 Stop,4h 50m,10 Feb 22,4399
5547,Air India,12:45,01:50+1D,Guwahati,Bengaluru,2 Stops,37h 05m,10 Feb 22,6607
2173,Vistara,08:00,22:50,Bengaluru,Mumbai,1 Stop,14h 50m,10 Feb 22,11203
8090,Air India,13:00,14:10,Kolkata,Patna,Non Stop,1h 10m,10 Feb 22,2917
2118,Vistara,11:30,20:05,Bengaluru,Mumbai,1 Stop,8h 35m,10 Feb 22,11203
7108,Air India,19:35,21:10+1D,Jaipur,Pune,1 Stop,25h 35m,10 Feb 22,3806
8041,Vistara,20:25,19:05+1D,Kolkata,Mumbai,1 Stop,22h 40m,10 Feb 22,10423
5723,Air India,16:30,10:55+1D,Guwahati,Chennai,2 Stops,42h 25m,10 Feb 22,6367
3054,Vistara,09:30,20:55,Delhi,Bengaluru,1 Stop,11h 25m,10 Feb 22,10678
3111,Go First,15:00,22:20,Delhi,Chennai,1 Stop,7h 20m,10 Feb 22,3784
4912,Air India,06:05,21:15,Chennai,Mumbai,1 Stop,15h 10m,10 Feb 22,4355
437,Vistara,08:25,14:05+1D,Ahmedabad,Goa In,2 Stops,29h 40m,10 Feb 22,14309
379,IndiGo,13:40,23:50,Hyderabad,Ahmedabad,1 Stop,10h 10m,"Thu, 3 Mar","3,834"
7063,Air India,13:30,20:05+1D,Jaipur,Mumbai,2 Stops,30h 35m,10 Feb 22,6760
5502,AirAsia I.,18:50,12:25+1D,Guwahati,Bengaluru,1 Stop,17h 35m,10 Feb 22,4397
8266,Air India,20:15,19:55+1D,Lucknow,Ahmedabad,2 Stops,23h 40m,10 Feb 22,5537
8993,Go First,10:35,18:40,Mumbai,Ahmedabad,1 Stop,8h 05m,10 Feb 22,4260
4033,Air India,08:40,12:05,Delhi,Pune,1 Stop,3h 25m,10 Feb 22,2245
8005,SpiceJet,10:45,19:25,Kolkata,Mumbai,1 Stop,8h 40m,10 Feb 22,7753
5349,AirAsia I.,17:55,07:15+1D,Goa In,Mumbai,2 Stops,13h 20m,10 Feb 22,3950
2687,Vistara,09:40,19:30,Bhubaneswar,Bengaluru,2 Stops,9h 50m,10 Feb 22,14092
284,Air India,22:20,20:30+1D,Ahmedabad,Goa In,2 Stops,22h 10m,10 Feb 22,8711
5658,Air India,15:45,18:30+1D,Guwahati,Bengaluru,2 Stops,26h 45m,10 Feb 22,6994
322,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
8529,Air India,20:15,17:00+1D,Lucknow,Goa In,3 Stops,20h 45m,10 Feb 22,7165
334,Vistara,08:25,12:45+1D,Ahmedabad,Goa In,2 Stops,28h 20m,10 Feb 22,16768
9404,Air India,05:35,20:55,Mumbai,Bhubaneswar,2 Stops,15h 20m,10 Feb 22,6288
8902,Vistara,10:05,08:15+1D,Lucknow,Mumbai,2 Stops,22h 10m,10 Feb 22,14475
8389,Air India,08:55,17:55+1D,Lucknow,Bengaluru,3 Stops,33h 00m,10 Feb 22,7105
9196,Air India,18:00,08:55+1D,Mumbai,Bengaluru,1 Stop,14h 55m,10 Feb 22,5243
7897,Air India,11:35,13:15+1D,Kolkata,Jaipur,3 Stops,25h 40m,10 Feb 22,6495
2182,Go First,11:45,14:10,Bengaluru,Patna,Non Stop,2h 25m,10 Feb 22,3998
8211,IndiGo,08:05,17:15,Kolkata,Pune,1 Stop,9h 10m,10 Feb 22,7957
3590,Go First,05:50,08:00,Delhi,Kolkata,Non Stop,2h 10m,10 Feb 22,2478
4702,Vistara,10:45,22:55,Chennai,Hyderabad,1 Stop,12h 10m,10 Feb 22,11245
5245,Air India,01:15,11:55,Goa In,Hyderabad,1 Stop,10h 40m,10 Feb 22,6341
7873,SpiceJet,21:55,20:35+1D,Kolkata,Jaipur,1 Stop,22h 40m,10 Feb 22,4077
7214,Go First,10:00,12:05,Kochi,Mumbai,Non Stop,2h 05m,10 Feb 22,2102
5791,Air India,15:45,23:40+1D,Guwahati,Kolkata,2 Stops,31h 55m,10 Feb 22,7664
9657,Air India,16:00,20:30+1D,Mumbai,Goa In,2 Stops,28h 30m,10 Feb 22,7080
9012,Air India,19:20,18:40+1D,Mumbai,Ahmedabad,2 Stops,23h 20m,10 Feb 22,5921
7626,Vistara,10:15,22:45,Kolkata,Chennai,1 Stop,12h 30m,10 Feb 22,11851
2035,Air India,06:10,18:00,Bengaluru,Mumbai,2 Stops,11h 50m,10 Feb 22,5319
7295,Vistara,09:30,20:15,Kochi,Mumbai,2 Stops,10h 45m,10 Feb 22,18470
2625,Air India,14:05,12:30+1D,Bhubaneswar,Bengaluru,1 Stop,22h 25m,10 Feb 22,5555
959,Vistara,07:00,20:05,Bengaluru,Ahmedabad,1 Stop,13h 05m,10 Feb 22,10489
219,Vistara,19:10,20:55,Mumbai,Bangalore,Non-Stop,01h 45m,29 Jan,2184
1181,Air India,10:25,19:00,Bengaluru,Chennai,1 Stop,8h 35m,10 Feb 22,5185
5882,IndiGo,12:35,20:50,Guwahati,Mumbai,1 Stop,8h 15m,10 Feb 22,7011
188,Indigo,08:05,14:45,Kolkata,Delhi,1-Stop,06h 40m,15 Jan,3434
7699,Vistara,20:35,12:45+1D,Kolkata,Goa In,1 Stop,16h 10m,10 Feb 22,14100
4899,Air India,17:00,09:05+1D,Chennai,Mumbai,1 Stop,16h 05m,10 Feb 22,4355
4318,Air India,06:20,08:55+1D,Chennai,Bengaluru,2 Stops,26h 35m,10 Feb 22,6695
3005,Vistara,17:45,22:50,Delhi,Bengaluru,1 Stop,5h 05m,10 Feb 22,10678
6728,Air India,03:45,22:25,Jaipur,Goa In,3 Stops,18h 40m,10 Feb 22,5809
3479,Air India,22:00,07:50+1D,Delhi,Hyderabad,2 Stops,33h 50m,10 Feb 22,7360
9936,Air India,18:35,19:20+1D,Mumbai,Hyderabad,2 Stops,24h 45m,10 Feb 22,5906
3447,AirAsia I.,16:15,20:05,Delhi,Hyderabad,1 Stop,3h 50m,10 Feb 22,5951
6873,Air India,19:35,21:05+1D,Jaipur,Hyderabad,3 Stops,25h 30m,10 Feb 22,7514
2456,Go First,20:55,10:45+1D,Bengaluru,Srinagar,1 Stop,13h 50m,10 Feb 22,6343
8494,Air India,08:55,14:45+1D,Lucknow,Goa In,2 Stops,29h 50m,10 Feb 22,5537
7400,IndiGo,18:25,21:10,Kolkata,Bengaluru,Non Stop,2h 45m,10 Feb 22,3860
5527,Go First,15:30,08:40+1D,Guwahati,Bengaluru,1 Stop,17h 10m,10 Feb 22,5859
736,Vistara,08:25,23:50,Ahmedabad,Mumbai,1 Stop,15h 25m,10 Feb 22,10625
4941,Air India,06:05,17:25,Chennai,Mumbai,2 Stops,11h 20m,10 Feb 22,6905
3179,Air India,17:45,08:00+1D,Delhi,Chennai,2 Stops,38h 15m,10 Feb 22,8642
9534,Air India,18:35,08:55+1D,Mumbai,Chennai,2 Stops,14h 20m,10 Feb 22,6151
6048,Air India,08:25,07:50+1D,Hyderabad,Ahmedabad,2 Stops,23h 25m,10 Feb 22,9110
7468,Air India,09:55,16:15+1D,Kolkata,Bengaluru,2 Stops,30h 20m,10 Feb 22,9132
836,Air India,22:20,21:10+1D,Ahmedabad,Pune,1 Stop,22h 50m,10 Feb 22,4282
426,Vistara,20:25,22:45,Kolkata,New Delhi,Non Stop,2h 20m,"Sun, 27 Feb","3,016"
3693,Air India,05:35,08:50+1D,Delhi,Kolkata,2 Stops,27h 15m,10 Feb 22,12150
2527,Vistara,07:55,11:55+1D,Bengaluru,Srinagar,2 Stops,28h 00m,10 Feb 22,13117
7413,Go First,17:30,00:35+1D,Kolkata,Bengaluru,1 Stop,7h 05m,10 Feb 22,4988
5914,Vistara,16:05,23:25,Guwahati,Mumbai,1 Stop,7h 20m,10 Feb 22,11656
6339,Air India,10:45,23:35+1D,Hyderabad,Chennai,3 Stops,36h 50m,10 Feb 22,8118
4451,Vistara,21:05,13:50+1D,Chennai,Goa In,1 Stop,16h 45m,10 Feb 22,12495
7004,Air India,13:30,20:00,Jaipur,Mumbai,1 Stop,6h 30m,10 Feb 22,4297
1428,Vistara,19:55,17:30+1D,Bengaluru,Guwahati,2 Stops,21h 35m,10 Feb 22,15184
9025,Air India,09:30,18:40+1D,Mumbai,Ahmedabad,2 Stops,33h 10m,10 Feb 22,6684
2892,IndiGo,11:00,19:35,Delhi,Bengaluru,1 Stop,8h 35m,10 Feb 22,3253
2828,Vistara,13:00,19:05,Bhubaneswar,Mumbai,1 Stop,6h 05m,10 Feb 22,10207
3955,Go First,06:05,07:45,Delhi,Patna,Non Stop,1h 40m,10 Feb 22,2188
4029,Go First,09:40,11:45,Delhi,Pune,Non Stop,2h 05m,10 Feb 22,2881
8262,Go First,13:30,20:25,Lucknow,Ahmedabad,1 Stop,6h 55m,10 Feb 22,5150
2060,Air India,07:35,11:15+1D,Bengaluru,Mumbai,2 Stops,27h 40m,10 Feb 22,5759
7209,Vistara,09:30,19:15,Kochi,Bengaluru,2 Stops,9h 45m,10 Feb 22,17221
3708,Vistara,08:50,16:55,Delhi,Kolkata,1 Stop,8h 05m,10 Feb 22,12988
3451,Go First,08:00,13:20,Delhi,Hyderabad,1 Stop,5h 20m,10 Feb 22,5952
6790,IndiGo,06:20,12:05,Jaipur,Hyderabad,1 Stop,5h 45m,10 Feb 22,4021
8082,Air India,05:55,20:00,Kolkata,Mumbai,2 Stops,14h 05m,10 Feb 22,13394
8568,Vistara,15:25,12:45+1D,Lucknow,Goa In,2 Stops,21h 20m,10 Feb 22,15178
444,Vistara,08:25,14:05+1D,Ahmedabad,Goa In,2 Stops,29h 40m,10 Feb 22,14309
3124,Air India,09:00,10:55+1D,Delhi,Chennai,1 Stop,25h 55m,10 Feb 22,3986
7892,Air India,09:50,07:10+1D,Kolkata,Jaipur,2 Stops,21h 20m,10 Feb 22,6340
480,SpiceJet,14:00,15:30,Kolkata,Bagdogra,Non Stop,1h 30m,"Sun, 27 Feb","2,059"
1047,Vistara,21:40,20:05+1D,Bengaluru,Ahmedabad,2 Stops,22h 25m,10 Feb 22,15467
3439,Air India,19:00,21:05+1D,Delhi,Hyderabad,3 Stops,26h 05m,10 Feb 22,5929
5640,Air India,15:45,08:55+1D,Guwahati,Bengaluru,1 Stop,17h 10m,10 Feb 22,5985
420,Air India,19:20,00:35+1D,Ahmedabad,Goa In,2 Stops,29h 15m,10 Feb 22,8931
6598,Air India,03:45,22:15+1D,Jaipur,Bengaluru,2 Stops,42h 30m,10 Feb 22,5127
2957,Go First,09:00,14:55,Delhi,Bengaluru,1 Stop,5h 55m,10 Feb 22,5608
7906,Air India,23:15,20:00+1D,Kolkata,Jaipur,2 Stops,20h 45m,10 Feb 22,7891
2952,AirAsia I.,16:15,01:00+1D,Delhi,Bengaluru,1 Stop,8h 45m,10 Feb 22,5419
5473,Vistara,21:55,22:55+1D,Goa In,Pune,2 Stops,25h 00m,10 Feb 22,15605
6921,Air India,03:45,12:10+1D,Jaipur,Kolkata,2 Stops,32h 25m,10 Feb 22,6247
3394,Air India,21:15,20:15+1D,Delhi,Hyderabad,1 Stop,23h 00m,10 Feb 22,4376
8911,Go First,07:30,17:35,Lucknow,Pune,1 Stop,10h 05m,10 Feb 22,3572
8875,Vistara,15:25,18:20+1D,Lucknow,Mumbai,2 Stops,26h 55m,10 Feb 22,13351
391,Air India,21:00,20:30+1D,Ahmedabad,Goa In,2 Stops,23h 30m,10 Feb 22,6727
812,Air India,08:20,18:25+1D,Ahmedabad,Patna,3 Stops,34h 05m,10 Feb 22,7457
3681,Air India,08:40,08:50+1D,Delhi,Kolkata,2 Stops,24h 10m,10 Feb 22,6616
1979,Go First,22:00,23:55,Bengaluru,Mumbai,Non Stop,1h 55m,10 Feb 22,2199
1522,Air India,10:25,10:30+1D,Bengaluru,Hyderabad,1 Stop,24h 05m,10 Feb 22,4941
2570,Vistara,19:55,11:55+1D,Bengaluru,Srinagar,2 Stops,16h 00m,10 Feb 22,14627
9148,Air India,20:15,22:15+1D,Mumbai,Bengaluru,1 Stop,26h 00m,10 Feb 22,3316
6513,Go First,08:45,20:25,Jaipur,Ahmedabad,1 Stop,11h 40m,10 Feb 22,3906
342,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
474,Vistara,06:45,12:45+1D,Ahmedabad,Goa In,2 Stops,30h 00m,10 Feb 22,16768
1581,Vistara,18:50,17:00+1D,Bengaluru,Hyderabad,1 Stop,22h 10m,10 Feb 22,11203
6319,Air India,11:20,10:55+1D,Hyderabad,Chennai,2 Stops,23h 35m,10 Feb 22,5873
2927,Air India,14:45,11:10+1D,Delhi,Bengaluru,2 Stops,20h 25m,10 Feb 22,4228
598,Air India,19:20,20:05+1D,Ahmedabad,Kolkata,3 Stops,24h 45m,10 Feb 22,10081
8311,IndiGo,08:30,18:55,Lucknow,Bengaluru,1 Stop,10h 25m,10 Feb 22,4158
7907,Air India,23:15,07:10+1D,Kolkata,Jaipur,2 Stops,31h 55m,10 Feb 22,7891
8451,Vistara,15:25,07:50+1D,Lucknow,Bengaluru,2 Stops,16h 25m,10 Feb 22,13225
5690,Vistara,12:40,08:50+1D,Guwahati,Bengaluru,2 Stops,20h 10m,10 Feb 22,14669
234,Go First,07:30,16:30,Bangalore,Lucknow,1 Stop,9h 00m,"Mon, 14 Feb","3,580"
5494,AirAsia I.,10:45,13:55,Guwahati,Bengaluru,Non Stop,3h 10m,10 Feb 22,9037
6483,Vistara,21:35,14:05+1D,Hyderabad,Goa In,2 Stops,16h 30m,10 Feb 22,11863
177,SpiceJet,21:35,23:40,Mumbai,Bangalore,Non Stop,2h 05m,"Sat, 19 Mar","2,124"
4488,Vistara,10:45,12:45+1D,Chennai,Goa In,2 Stops,26h 00m,10 Feb 22,17923
9897,Air India,16:00,23:35,Mumbai,Hyderabad,1 Stop,7h 35m,10 Feb 22,4171
2698,Vistara,09:40,17:45,Bhubaneswar,Bengaluru,2 Stops,8h 05m,10 Feb 22,14932
6126,Vistara,21:35,07:50+1D,Hyderabad,Ahmedabad,2 Stops,34h 15m,10 Feb 22,14741
7768,Air India,11:35,12:10+1D,Kolkata,Guwahati,3 Stops,24h 35m,10 Feb 22,6782
2156,Vistara,19:40,17:40+1D,Bengaluru,Mumbai,1 Stop,22h 00m,10 Feb 22,11203
1620,Air India,07:35,07:10+1D,Bengaluru,Jaipur,2 Stops,23h 35m,10 Feb 22,5342
8442,Vistara,10:05,20:55,Lucknow,Bengaluru,2 Stops,10h 50m,10 Feb 22,13225
7853,Vistara,10:15,19:55,Kolkata,Hyderabad,1 Stop,9h 40m,10 Feb 22,10423
510,Air India,08:20,07:10+1D,Ahmedabad,Jaipur,3 Stops,22h 50m,10 Feb 22,6907
8884,Vistara,10:05,20:45,Lucknow,Mumbai,2 Stops,10h 40m,10 Feb 22,14475
845,Vistara,20:40,16:20+1D,Ahmedabad,Pune,1 Stop,19h 40m,10 Feb 22,4357
2968,Air India,05:55,18:30+1D,Delhi,Bengaluru,2 Stops,36h 35m,10 Feb 22,5912
353,Go First,19:00,06:10+1D,Ahmedabad,Goa In,1 Stop,11h 10m,10 Feb 22,3951
3916,Vistara,16:05,08:15+1D,Delhi,Mumbai,1 Stop,16h 10m,10 Feb 22,12148
2521,Air India,07:55,11:45+1D,Bengaluru,Srinagar,2 Stops,27h 50m,10 Feb 22,11016
3213,Vistara,15:30,08:50+1D,Delhi,Chennai,1 Stop,17h 20m,10 Feb 22,11518
